"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
3419,'2024-09-03,21:00,22:00,Cash,50,"'2024-09-03 20:43:42"
3418,'2024-09-03,21:00,22:00,Cash,50,"'2024-09-03 20:34:32"
3414,'2024-09-03,20:00,22:00,Cash,100,"'2024-09-03 20:05:35"
3413,'2024-09-03,20:00,22:00,Cash,480,"'2024-09-03 20:03:25"
3407,'2024-09-03,19:00,20:00,Cash,80,"'2024-09-03 19:09:22"
3403,'2024-09-03,19:00,20:00,Cash,100,"'2024-09-03 19:00:52"
3401,'2024-09-03,19:00,20:00,Cash,50,"'2024-09-03 18:56:24"
3400,'2024-09-03,19:00,20:00,Cash,50,"'2024-09-03 18:50:44"
3399,'2024-09-03,19:00,20:00,Cash,100,"'2024-09-03 18:49:38"
3398,'2024-09-03,19:00,20:00,Cash,100,"'2024-09-03 18:38:25"
3397,'2024-09-03,18:00,19:00,Cash,50,"'2024-09-03 18:25:34"
3395,'2024-09-03,18:00,19:00,Cash,100,"'2024-09-03 18:06:38"
3392,'2024-09-03,18:00,19:00,Cash,50,"'2024-09-03 17:51:31"
3391,'2024-09-03,18:00,19:00,Cash,50,"'2024-09-03 17:49:29"
3390,'2024-09-03,18:00,19:00,Cash,40,"'2024-09-03 17:42:56"
3388,'2024-09-03,18:00,19:00,Cash,50,"'2024-09-03 17:42:15"
3387,'2024-09-03,18:00,19:00,Cash,50,"'2024-09-03 17:41:18"
3378,'2024-09-03,17:00,18:00,Cash,50,"'2024-09-03 16:54:14"
3373,'2024-09-03,17:00,18:00,Cash,40,"'2024-09-03 16:40:45"
3372,'2024-09-03,17:00,18:00,Cash,50,"'2024-09-03 16:24:51"
3370,'2024-09-03,16:00,17:00,Cash,50,"'2024-09-03 16:03:56"
3369,'2024-09-03,17:00,18:00,Cash,40,"'2024-09-03 15:52:15"
3368,'2024-09-03,16:00,17:00,Cash,40,"'2024-09-03 15:51:40"
3366,'2024-09-03,16:00,18:00,Cash,200,"'2024-09-03 15:46:47"
3365,'2024-09-03,16:00,17:00,Cash,50,"'2024-09-03 15:45:28"
3364,'2024-09-03,16:00,17:00,Cash,50,"'2024-09-03 15:32:55"
3357,'2024-09-03,15:00,17:00,Cash,100,"'2024-09-03 14:50:41"
3355,'2024-09-03,16:00,17:00,Cash,50,"'2024-09-03 14:42:23"
3354,'2024-09-03,16:00,17:00,Cash,50,"'2024-09-03 14:42:05"
3353,'2024-09-03,15:00,16:00,Cash,100,"'2024-09-03 14:41:40"
3348,'2024-09-03,15:00,17:00,Cash,100,"'2024-09-03 14:31:24"
3346,'2024-09-03,15:00,16:00,Cash,50,"'2024-09-03 14:30:24"
3345,'2024-09-03,14:00,16:00,Cash,100,"'2024-09-03 14:29:07"
3343,'2024-09-03,15:00,16:00,Cash,50,"'2024-09-03 14:28:29"
3339,'2024-09-03,14:00,16:00,Cash,100,"'2024-09-03 14:16:09"
3338,'2024-09-03,14:00,16:00,Cash,100,"'2024-09-03 14:14:37"
3330,'2024-09-03,14:00,15:00,Cash,50,"'2024-09-03 14:01:17"
3321,'2024-09-03,14:00,16:00,Cash,100,"'2024-09-03 13:39:30"
3312,'2024-09-03,14:00,16:00,Cash,100,"'2024-09-03 13:16:24"
3310,'2024-09-03,13:00,14:00,Cash,50,"'2024-09-03 13:11:57"
3308,'2024-09-03,13:00,15:00,Cash,100,"'2024-09-03 13:10:11"
3302,'2024-09-03,13:00,14:00,Cash,50,"'2024-09-03 12:35:12"
3300,'2024-09-03,12:00,13:00,Cash,50,"'2024-09-03 12:29:04"
3298,'2024-09-03,13:00,14:00,Cash,50,"'2024-09-03 12:26:32"
3296,'2024-09-03,13:00,14:00,Cash,100,"'2024-09-03 12:23:26"
3295,'2024-09-03,13:00,15:00,Cash,100,"'2024-09-03 12:22:03"
3294,'2024-09-03,13:00,14:00,Cash,50,"'2024-09-03 12:21:48"
3293,'2024-09-03,12:00,14:00,Cash,100,"'2024-09-03 12:20:52"
3292,'2024-09-03,12:00,14:00,Cash,100,"'2024-09-03 12:19:39"
3289,'2024-09-03,13:00,14:00,Cash,50,"'2024-09-03 12:15:07"
3288,'2024-09-03,13:00,14:00,Cash,100,"'2024-09-03 12:14:43"
3287,'2024-09-03,12:00,13:00,Cash,50,"'2024-09-03 12:12:49"
3283,'2024-09-03,12:00,13:00,Cash,100,"'2024-09-03 11:58:40"
3281,'2024-09-03,12:00,13:00,Cash,100,"'2024-09-03 11:57:42"
3277,'2024-09-03,12:00,14:00,Cash,200,"'2024-09-03 11:51:29"
3276,'2024-09-03,12:00,13:00,Cash,50,"'2024-09-03 11:40:13"
3275,'2024-09-03,12:00,14:00,Cash,100,"'2024-09-03 11:39:16"
3274,'2024-09-03,12:00,13:00,Cash,50,"'2024-09-03 11:38:49"
3273,'2024-09-03,12:00,13:00,Cash,50,"'2024-09-03 11:38:17"
3270,'2024-09-03,12:00,14:00,Cash,200,"'2024-09-03 11:35:17"
