"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
2702,'2024-08-31,21:00,22:00,Cash,50,"'2024-08-31 21:04:22"
2701,'2024-08-31,21:00,22:00,Cash,100,"'2024-08-31 21:01:22"
2699,'2024-08-31,21:00,22:00,Cash,50,"'2024-08-31 20:44:41"
2698,'2024-08-31,21:00,22:00,Cash,50,"'2024-08-31 20:37:30"
2692,'2024-08-31,20:00,21:00,Cash,100,"'2024-08-31 20:22:41"
2688,'2024-08-31,21:00,22:00,Cash,100,"'2024-08-31 19:47:19"
2687,'2024-08-31,20:00,21:00,Cash,100,"'2024-08-31 19:46:50"
2676,'2024-08-31,19:00,20:00,Cash,50,"'2024-08-31 18:22:00"
2668,'2024-08-31,18:00,19:00,Cash,100,"'2024-08-31 17:48:47"
2665,'2024-08-31,17:00,19:00,Cash,200,"'2024-08-31 17:25:38"
2664,'2024-08-31,17:00,18:00,Cash,100,"'2024-08-31 17:24:15"
2660,'2024-08-31,17:00,18:00,Cash,400,"'2024-08-31 16:53:19"
2661,'2024-08-31,17:00,18:00,Cash,200,"'2024-08-31 16:52:58"
2659,'2024-08-31,17:00,19:00,Cash,200,"'2024-08-31 16:50:46"
2657,'2024-08-31,17:00,18:00,Cash,100,"'2024-08-31 16:47:46"
2655,'2024-08-31,17:00,18:00,Cash,200,"'2024-08-31 16:30:25"
2654,'2024-08-31,18:00,19:00,Cash,100,"'2024-08-31 16:29:37"
2653,'2024-08-31,17:00,18:00,Cash,100,"'2024-08-31 16:11:36"
2652,'2024-08-31,16:00,17:00,Cash,100,"'2024-08-31 16:07:01"
2650,'2024-08-31,16:00,17:00,Cash,100,"'2024-08-31 15:58:07"
2649,'2024-08-31,16:00,17:00,Cash,100,"'2024-08-31 15:52:22"
2643,'2024-08-31,16:00,17:00,Cash,100,"'2024-08-31 15:26:05"
2637,'2024-08-31,15:00,17:00,Cash,200,"'2024-08-31 15:04:08"
2624,'2024-08-31,15:00,17:00,Cash,200,"'2024-08-31 14:40:00"
2611,'2024-08-31,14:00,16:00,Cash,200,"'2024-08-31 14:11:18"
2603,'2024-08-31,14:00,15:00,Cash,100,"'2024-08-31 13:54:59"
2602,'2024-08-31,14:00,15:00,Cash,100,"'2024-08-31 13:45:36"
2597,'2024-08-31,14:00,15:00,Cash,100,"'2024-08-31 13:28:50"
2594,'2024-08-31,15:00,16:00,Cash,100,"'2024-08-31 13:24:19"
2591,'2024-08-31,14:00,15:00,Cash,200,"'2024-08-31 13:21:31"
2584,'2024-08-31,13:00,15:00,Cash,200,"'2024-08-31 13:10:54"
2583,'2024-08-31,13:00,14:00,Cash,100,"'2024-08-31 12:51:49"
2582,'2024-08-31,13:00,15:00,Cash,200,"'2024-08-31 12:48:46"
2581,'2024-08-31,13:00,14:00,Cash,100,"'2024-08-31 12:44:44"
2575,'2024-08-31,13:00,15:00,Cash,200,"'2024-08-31 12:29:33"
2574,'2024-08-31,17:00,18:00,Cash,200,"'2024-08-31 12:25:56"
2571,'2024-08-31,14:00,15:00,Cash,100,"'2024-08-31 12:17:13"
2567,'2024-08-31,12:00,14:00,Cash,200,"'2024-08-31 12:01:12"
2563,'2024-08-31,12:00,13:00,Cash,100,"'2024-08-31 11:46:22"
2562,'2024-08-31,12:00,13:00,Cash,200,"'2024-08-31 11:46:21"
2561,'2024-08-31,12:00,13:00,Cash,100,"'2024-08-31 11:39:09"
2556,'2024-08-31,11:00,12:00,Cash,100,"'2024-08-31 10:49:39"
2554,'2024-08-31,11:00,12:00,Cash,200,"'2024-08-31 10:44:46"
2553,'2024-08-31,12:00,13:00,Cash,100,"'2024-08-31 10:43:23"
2552,'2024-08-31,11:00,12:00,Cash,100,"'2024-08-31 10:42:42"
2551,'2024-08-31,11:00,12:00,Cash,100,"'2024-08-31 10:38:27"
2548,'2024-08-31,10:00,11:00,Cash,100,"'2024-08-31 10:07:09"
2543,'2024-08-31,10:00,11:00,Cash,200,"'2024-08-31 09:47:13"
2540,'2024-08-31,10:00,11:00,Cash,200,"'2024-08-31 09:40:21"
2537,'2024-08-31,9:00,10:00,Cash,100,"'2024-08-31 08:52:09"
2536,'2024-08-31,9:00,10:00,Cash,100,"'2024-08-31 08:49:13"
2534,'2024-08-31,10:00,11:00,Cash,100,"'2024-08-31 08:44:14"
2533,'2024-08-31,9:00,10:00,Cash,100,"'2024-08-31 08:43:46"
2531,'2024-08-31,9:00,10:00,Cash,100,"'2024-08-31 08:36:02"
2525,'2024-08-31,8:00,10:00,Cash,200,"'2024-08-31 07:59:07"
2523,'2024-08-31,8:00,9:00,Cash,100,"'2024-08-31 07:54:48"
2522,'2024-08-31,8:00,9:00,Cash,100,"'2024-08-31 07:54:31"
2521,'2024-08-31,8:00,9:00,Cash,100,"'2024-08-31 07:53:40"
,
"Total Payment:","HKD $ 7700"
Transactions:,58,record(s)
