"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
3646,'2024-09-05,18:00,19:00,Cash,0,"'2024-09-04 22:38:43"
3645,'2024-09-05,15:00,16:00,Cash,0,"'2024-09-04 22:38:24"
3644,'2024-09-05,12:00,14:00,Cash,0,"'2024-09-04 22:37:51"
3643,'2024-09-05,10:00,11:00,Cash,0,"'2024-09-04 22:37:24"
3642,'2024-09-05,11:00,16:00,Cash,0,"'2024-09-04 22:37:00"
3641,'2024-09-05,18:00,21:00,Cash,0,"'2024-09-04 22:36:33"
3640,'2024-09-05,9:00,16:00,Cash,0,"'2024-09-04 22:35:58"
3639,'2024-09-05,8:00,9:00,Cash,0,"'2024-09-04 22:35:19"
3637,'2024-09-05,21:00,22:00,Cash,0,"'2024-09-04 22:33:47"
3636,'2024-09-05,8:00,19:00,Cash,0,"'2024-09-04 22:33:05"
3635,'2024-09-05,8:00,22:00,Cash,0,"'2024-09-04 22:32:34"
3634,'2024-09-05,8:00,20:00,Cash,0,"'2024-09-04 22:32:03"
3633,'2024-09-05,8:00,22:00,Cash,0,"'2024-09-04 22:31:12"
3632,'2024-09-05,8:00,22:00,Cash,0,"'2024-09-04 22:29:50"
3631,'2024-09-05,8:00,22:00,Cash,0,"'2024-09-04 22:29:05"
,
"Total Payment:","HKD $ 0"
Transactions:,15,record(s)
